Title,"Median salary of UK domiciled full-time graduates who obtained first degree qualifications and entered full-time paid employment in the UK by subject area of degree, skill marker, country of provider, provider type, work population marker and academic year",,,,,,
(8) Computer science,All,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,20000,2017/18
(8) Computer science,All,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,18000,2017/18
(8) Computer science,All,All,Paid employment is most important activity,Science,High skilled,27000,2017/18
(8) Computer science,All,All,Paid employment is most important activity,Science,Medium skilled,20000,2017/18
(8) Computer science,All,All,Paid employment is most important activity,Science,Low skilled,18000,2017/18
(8) Computer science,All,All,Paid employment is most important activity,All,High skilled,27000,2017/18
(8) Computer science,All,All,Paid employment is most important activity,All,Medium skilled,20000,2017/18
(8) Computer science,All,All,Paid employment is most important activity,All,Low skilled,18000,2017/18
(8) Computer science,All,All,Paid employment is an activity,Science,High skilled,26500,2017/18
(8) Computer science,All,All,Paid employment is an activity,Science,Medium skilled,20000,2017/18
(8) Computer science,All,All,Paid employment is an activity,Science,Low skilled,18000,2017/18
(8) Computer science,All,All,Paid employment is an activity,All,High skilled,26500,2017/18
(8) Computer science,All,All,Paid employment is an activity,All,Medium skilled,20000,2017/18
(8) Computer science,All,All,Paid employment is an activity,All,Low skilled,18000,2017/18
(8) Computer science,England,All,Paid employment is most important activity,Science,High skilled,27000,2017/18
(8) Computer science,England,All,Paid employment is most important activity,Science,Medium skilled,20000,2017/18
(8) Computer science,England,All,Paid employment is most important activity,Science,Low skilled,18000,2017/18
(8) Computer science,England,All,Paid employment is most important activity,All,High skilled,27000,2017/18
(8) Computer science,England,All,Paid employment is most important activity,All,Medium skilled,20000,2017/18
(8) Computer science,England,All,Paid employment is most important activity,All,Low skilled,18000,2017/18
(8) Computer science,England,All,Paid employment is an activity,Science,High skilled,27000,2017/18
(8) Computer science,England,All,Paid employment is an activity,Science,Medium skilled,20000,2017/18
(8) Computer science,England,All,Paid employment is an activity,Science,Low skilled,18000,2017/18
(8) Computer science,England,All,Paid employment is an activity,All,High skilled,27000,2017/18
(8) Computer science,England,All,Paid employment is an activity,All,Medium skilled,20000,2017/18
(8) Computer science,England,All,Paid employment is an activity,All,Low skilled,18000,2017/18
(8) Computer science,Northern Ireland,All,Paid employment is most important activity,Science,High skilled,24000,2017/18
(8) Computer science,Northern Ireland,All,Paid employment is most important activity,Science,Medium skilled,20000,2017/18
(8) Computer science,Northern Ireland,All,Paid employment is most important activity,Science,Low skilled,,2017/18
(8) Computer science,Northern Ireland,All,Paid employment is most important activity,All,High skilled,24000,2017/18
(8) Computer science,Northern Ireland,All,Paid employment is most important activity,All,Medium skilled,20000,2017/18
(8) Computer science,Northern Ireland,All,Paid employment is most important activity,All,Low skilled,,2017/18
(8) Computer science,Northern Ireland,All,Paid employment is an activity,Science,High skilled,24000,2017/18
(8) Computer science,Northern Ireland,All,Paid employment is an activity,Science,Medium skilled,20000,2017/18
(8) Computer science,Northern Ireland,All,Paid employment is an activity,Science,Low skilled,,2017/18
(8) Computer science,Northern Ireland,All,Paid employment is an activity,All,High skilled,24000,2017/18
(8) Computer science,Northern Ireland,All,Paid employment is an activity,All,Medium skilled,20000,2017/18
(8) Computer science,Northern Ireland,All,Paid employment is an activity,All,Low skilled,,2017/18
(8) Computer science,Scotland,All,Paid employment is most important activity,Science,High skilled,28000,2017/18
(8) Computer science,Scotland,All,Paid employment is most important activity,Science,Medium skilled,18000,2017/18
(8) Computer science,Scotland,All,Paid employment is most important activity,Science,Low skilled,17000,2017/18
(8) Computer science,Scotland,All,Paid employment is most important activity,All,High skilled,28000,2017/18
(8) Computer science,Scotland,All,Paid employment is most important activity,All,Medium skilled,18000,2017/18
(8) Computer science,Scotland,All,Paid employment is most important activity,All,Low skilled,17000,2017/18
(8) Computer science,Scotland,All,Paid employment is an activity,Science,High skilled,28000,2017/18
(8) Computer science,Scotland,All,Paid employment is an activity,Science,Medium skilled,18000,2017/18
(8) Computer science,Scotland,All,Paid employment is an activity,Science,Low skilled,17000,2017/18
(8) Computer science,Scotland,All,Paid employment is an activity,All,High skilled,28000,2017/18
(8) Computer science,Scotland,All,Paid employment is an activity,All,Medium skilled,18000,2017/18
(8) Computer science,Scotland,All,Paid employment is an activity,All,Low skilled,17000,2017/18
(8) Computer science,Wales,All,Paid employment is most important activity,Science,High skilled,25000,2017/18
(8) Computer science,Wales,All,Paid employment is most important activity,Science,Medium skilled,19000,2017/18
(8) Computer science,Wales,All,Paid employment is most important activity,Science,Low skilled,17000,2017/18
(8) Computer science,Wales,All,Paid employment is most important activity,All,High skilled,25000,2017/18
(8) Computer science,Wales,All,Paid employment is most important activity,All,Medium skilled,19000,2017/18
(8) Computer science,Wales,All,Paid employment is most important activity,All,Low skilled,17000,2017/18
(8) Computer science,Wales,All,Paid employment is an activity,Science,High skilled,25000,2017/18
(8) Computer science,Wales,All,Paid employment is an activity,Science,Medium skilled,19000,2017/18
(8) Computer science,Wales,All,Paid employment is an activity,Science,Low skilled,17000,2017/18
(8) Computer science,Wales,All,Paid employment is an activity,All,High skilled,25000,2017/18
(8) Computer science,Wales,All,Paid employment is an activity,All,Medium skilled,19000,2017/18
(8) Computer science,Wales,All,Paid employment is an activity,All,Low skilled,17000,2017/18
(8) Computer science,England,Further education colleges (FECs),Paid employment is most important activity,All,High skilled,23000,2017/18
(8) Computer science,England,Further education colleges (FECs),Paid employment is most important activity,All,Medium skilled,,2017/18
(8) Computer science,England,Further education colleges (FECs),Paid employment is most important activity,All,Low skilled,14000,2017/18
(8) Computer science,England,Further education colleges (FECs),Paid employment is an activity,All,High skilled,23000,2017/18
(8) Computer science,England,Further education colleges (FECs),Paid employment is an activity,All,Medium skilled,,2017/18
(8) Computer science,England,Further education colleges (FECs),Paid employment is an activity,All,Low skilled,14000,2017/18
(8) Computer science,England,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,27000,2017/18
(8) Computer science,England,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,20000,2017/18
(8) Computer science,England,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,18000,2017/18
(8) Computer science,England,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,27000,2017/18
(8) Computer science,England,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,20000,2017/18
(8) Computer science,England,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,18000,2017/18
(8) Computer science,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,24000,2017/18
(8) Computer science,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,20000,2017/18
(8) Computer science,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,,2017/18
(8) Computer science,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,24000,2017/18
(8) Computer science,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,20000,2017/18
(8) Computer science,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,,2017/18
(8) Computer science,Scotland,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,28000,2017/18
(8) Computer science,Scotland,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,18000,2017/18
(8) Computer science,Scotland,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,17000,2017/18
(8) Computer science,Scotland,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,28000,2017/18
(8) Computer science,Scotland,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,18000,2017/18
(8) Computer science,Scotland,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,17000,2017/18
(8) Computer science,Wales,Further education colleges (FECs),Paid employment is most important activity,All,High skilled,,2017/18
(8) Computer science,Wales,Further education colleges (FECs),Paid employment is most important activity,All,Medium skilled,,2017/18
